name,importance
f_830,20.12000000000022
f_662,20.020000000000262
f_685,20.00000000000024
f_521,19.88000000000032
f_173,19.68500000000033
f_141,19.640000000000292
f_841,19.615000000000382
f_66,19.43000000000031
f_941,19.365000000000364
f_419,19.23500000000036
f_341,19.23000000000037
f_883,19.190000000000374
f_627,19.180000000000337
f_214,19.18000000000032
f_530,19.17500000000031
f_402,19.08000000000041
f_169,18.960000000000406
f_897,18.91000000000034
f_264,18.705000000000457
f_746,18.680000000000373
f_306,18.655000000000378
f_414,18.630000000000408
f_292,18.565000000000182
f_364,18.47500000000038
f_885,18.390000000000384
f_501,18.27500000000041
f_73,18.19500000000036
f_90,17.94000000000039
f_847,17.825000000000486
f_944,17.730000000000427
f_94,17.570000000000462
f_632,17.53000000000048
f_88,17.47500000000049
f_559,17.430000000000412
f_550,17.34500000000049
f_864,17.325000000000543
f_411,17.320000000000505
f_323,17.090000000000572
f_384,16.98000000000038
f_11,16.82000000000053
f_85,16.675000000000537
f_1012,16.35000000000066
f_644,16.305000000000636
f_437,16.295000000000535
f_24,16.190000000000648
f_285,16.035000000000615
f_750,16.030000000000364
f_741,15.990000000000668
f_585,15.895000000000518
f_426,15.885000000000487
f_1019,15.770000000000628
f_912,15.715000000000543
f_777,15.660000000000585
f_692,15.630000000000651
f_423,15.585000000000523
f_314,15.530000000000424
f_435,15.495000000000358
f_525,15.435000000000374
f_863,15.335000000000605
f_464,15.150000000000485
f_567,15.115000000000485
f_745,15.115000000000322
f_63,15.075000000000456
f_603,15.030000000000523
f_1006,14.915000000000612
f_968,14.915000000000571
f_145,14.885000000000511
f_199,14.735000000000543
f_545,14.705000000000439
f_279,14.685000000000482
f_789,14.67000000000049
f_482,14.655000000000289
f_498,14.570000000000505
f_47,14.54500000000028
f_861,14.50000000000038
f_168,14.50000000000033
f_315,14.460000000000516
f_26,14.340000000000467
f_202,14.270000000000318
f_217,14.16000000000038
f_362,14.05000000000046
f_888,14.050000000000324
f_379,14.005000000000488
f_493,13.950000000000387
f_704,13.905000000000397
f_234,13.890000000000343
f_989,13.805000000000396
f_126,13.740000000000387
f_792,13.610000000000428
f_768,13.60000000000019
f_477,13.520000000000351
f_398,13.425000000000328
f_727,13.405000000000406
f_904,13.40500000000031
f_332,13.40000000000034
f_23,13.360000000000419
f_13,13.300000000000372
f_517,13.275000000000384
f_408,13.215000000000389
f_983,13.130000000000365
f_338,13.110000000000408
f_764,13.100000000000371
f_366,13.070000000000345
f_433,13.010000000000364
f_210,12.970000000000317
f_287,12.755000000000274
f_925,12.610000000000342
f_834,12.605000000000324
f_177,12.600000000000307
f_253,12.555000000000279
f_651,12.495000000000179
f_175,12.475000000000293
f_394,12.445000000000237
f_516,12.430000000000348
f_625,12.425000000000303
f_629,12.340000000000325
f_446,12.17500000000029
f_468,12.160000000000325
f_648,12.100000000000291
f_307,12.095000000000246
f_463,12.065000000000207
f_137,12.015000000000185
f_736,11.98500000000026
f_624,11.875000000000268
f_926,11.820000000000238
f_138,11.800000000000255
f_939,11.790000000000232
f_428,11.78500000000025
f_132,11.780000000000253
f_125,11.750000000000284
f_481,11.730000000000146
f_297,11.720000000000226
f_444,11.695000000000238
f_652,11.675000000000283
f_50,11.620000000000198
f_899,11.60500000000023
f_895,11.590000000000096
f_415,11.575000000000237
f_322,11.545000000000215
f_978,11.470000000000176
f_829,11.34000000000022
f_988,11.270000000000197
f_387,11.135000000000188
f_353,11.130000000000116
f_898,11.115000000000176
f_227,11.030000000000186
f_438,11.005000000000196
f_1017,11.000000000000181
f_146,10.805000000000112
f_905,10.720000000000143
f_466,10.695000000000087
f_490,10.640000000000148
f_554,10.635000000000135
f_377,10.620000000000081
f_680,10.395000000000127
f_914,10.330000000000087
f_35,10.190000000000092
f_470,10.180000000000105
f_251,10.14500000000014
f_326,10.070000000000055
f_337,10.00000000000006
f_430,9.875000000000044
f_946,9.850000000000078
f_497,9.845000000000065
f_778,9.730000000000059
f_334,9.725000000000021
f_183,9.705000000000028
f_807,9.464999999999987
f_556,9.460000000000027
f_639,9.395000000000028
f_155,9.345000000000027
f_795,9.290000000000008
f_509,9.169999999999977
f_538,9.084999999999974
f_365,9.074999999999983
f_388,8.894999999999968
f_472,8.884999999999971
f_791,8.849999999999948
f_986,8.819999999999952
f_329,8.81499999999995
f_565,8.649999999999945
f_846,8.594999999999926
f_196,8.39499999999991
f_715,8.374999999999911
f_325,8.334999999999908
f_461,8.319999999999895
f_78,8.294999999999897
f_862,8.23499999999989
f_257,8.164999999999898
f_858,8.159999999999897
f_439,8.084999999999892
f_527,8.074999999999912
f_3,8.07499999999989
f_886,8.059999999999883
f_700,8.049999999999883
f_302,8.049999999999883
f_239,8.019999999999868
f_836,8.009999999999868
f_537,7.884999999999871
f_207,7.78499999999987
f_489,7.744999999999875
f_956,7.699999999999873
f_959,7.66999999999989
f_116,7.539999999999877
f_933,7.534999999999875
f_979,7.469999999999879
f_211,7.434999999999882
f_938,7.404999999999893
f_418,7.394999999999877
f_622,7.3299999999998775
f_203,7.119999999999887
f_553,7.0949999999998825
f_200,7.07999999999989
f_255,7.069999999999894
f_803,7.04999999999989
f_835,6.999999999999893
f_522,6.944999999999896
f_1008,6.93499999999989
f_728,6.909999999999891
f_723,6.834999999999893
f_631,6.834999999999886
f_583,6.749999999999889
f_794,6.719999999999888
f_357,6.7099999999999
f_600,6.624999999999897
f_811,6.594999999999896
f_400,6.489999999999898
f_512,6.349999999999897
f_469,6.334999999999904
f_108,6.3099999999999055
f_494,6.309999999999903
f_142,6.304999999999907
f_931,6.304999999999906
f_389,6.304999999999901
f_696,6.294999999999906
f_606,6.219999999999899
f_53,6.199999999999906
f_84,6.17999999999991
f_113,6.174999999999903
f_850,6.1599999999999016
f_87,6.12499999999991
f_462,6.119999999999906
f_484,5.999999999999903
f_910,5.949999999999906
f_413,5.944999999999913
f_703,5.929999999999918
f_702,5.82999999999991
f_1,5.819999999999912
f_467,5.809999999999917
f_478,5.764999999999919
f_541,5.689999999999918
f_714,5.609999999999918
f_870,5.5549999999999224
f_808,5.504999999999918
f_961,5.504999999999915
f_1018,5.444999999999916
f_561,5.404999999999919
f_123,5.389999999999924
f_376,5.384999999999919
f_62,5.364999999999919
f_397,5.33499999999992
f_480,5.324999999999935
f_121,5.319999999999926
f_871,5.299999999999925
f_479,5.134999999999921
f_797,5.064999999999925
f_452,4.984999999999933
f_308,4.979999999999931
f_641,4.929999999999932
f_454,4.909999999999931
f_845,4.889999999999928
f_103,4.834999999999929
f_97,4.819999999999944
f_167,4.774999999999939
f_272,4.754999999999931
f_483,4.6749999999999305
f_159,4.644999999999938
f_519,4.589999999999935
f_643,4.579999999999939
f_748,4.559999999999941
f_879,4.494999999999937
f_751,4.409999999999941
f_185,4.389999999999938
f_222,4.294999999999937
f_711,4.2899999999999485
f_289,4.279999999999945
f_947,4.214999999999955
f_355,4.204999999999945
f_596,4.189999999999938
f_775,4.134999999999955
f_937,4.109999999999945
f_25,4.089999999999943
f_336,4.064999999999957
f_500,3.9999999999999494
f_491,3.9999999999999467
f_431,3.9699999999999496
f_544,3.944999999999961
f_485,3.864999999999953
f_710,3.784999999999952
f_966,3.7449999999999575
f_782,3.6799999999999606
f_310,3.659999999999952
f_907,3.594999999999952
f_399,3.5849999999999556
f_180,3.574999999999957
f_179,3.5749999999999496
f_712,3.554999999999956
f_865,3.549999999999968
f_511,3.549999999999959
f_510,3.549999999999954
f_373,3.5349999999999557
f_735,3.5299999999999687
f_872,3.5149999999999597
f_82,3.474999999999957
f_608,3.3799999999999706
f_260,3.3449999999999545
f_630,3.339999999999959
f_39,3.2499999999999645
f_346,3.1949999999999616
f_317,3.1799999999999615
f_928,3.174999999999965
f_335,3.1199999999999593
f_68,3.0799999999999605
f_650,3.0749999999999655
f_31,3.0749999999999638
f_351,3.0549999999999624
f_948,2.9949999999999637
f_973,2.9699999999999656
f_916,2.8799999999999657
f_579,2.8649999999999656
f_41,2.829999999999967
f_89,2.8249999999999718
f_998,2.8249999999999655
f_930,2.769999999999967
f_508,2.6999999999999744
f_343,2.679999999999975
f_106,2.6799999999999677
f_356,2.6649999999999707
f_46,2.65499999999997
f_109,2.6299999999999724
f_1009,2.6249999999999813
f_896,2.6249999999999707
f_122,2.61499999999997
f_79,2.6049999999999747
f_678,2.604999999999973
f_1023,2.539999999999975
f_371,2.51499999999998
f_693,2.47999999999998
f_592,2.4799999999999742
f_8,2.454999999999975
f_551,2.4399999999999773
f_360,2.4099999999999735
f_804,2.3999999999999764
f_386,2.3899999999999806
f_131,2.374999999999978
f_906,2.374999999999977
f_571,2.3649999999999745
f_875,2.3449999999999793
f_909,2.3149999999999773
f_636,2.2749999999999764
f_127,2.2249999999999837
f_887,2.209999999999983
f_609,2.1799999999999837
f_767,2.1699999999999804
f_348,2.1449999999999845
f_156,2.1399999999999793
f_299,2.134999999999984
f_186,2.129999999999984
f_657,2.119999999999984
f_271,2.1199999999999783
f_670,2.1149999999999824
f_965,2.084999999999984
f_277,2.0699999999999825
f_316,2.059999999999981
f_918,2.054999999999989
f_33,2.039999999999983
f_453,2.0099999999999847
f_49,1.9999999999999845
f_291,1.959999999999983
f_796,1.959999999999983
f_697,1.9599999999999813
f_6,1.9249999999999887
f_219,1.919999999999984
f_818,1.9049999999999914
f_233,1.874999999999988
f_178,1.8749999999999827
f_635,1.8699999999999934
f_659,1.8699999999999868
f_614,1.8299999999999852
f_739,1.8099999999999876
f_923,1.7899999999999903
f_487,1.7699999999999907
f_347,1.7649999999999881
f_744,1.7449999999999886
f_22,1.7399999999999878
f_162,1.7349999999999888
f_856,1.7299999999999867
f_647,1.7299999999999858
f_259,1.7149999999999879
f_37,1.7099999999999889
f_533,1.6899999999999904
f_282,1.684999999999988
f_451,1.6749999999999907
f_216,1.66999999999999
f_412,1.6699999999999888
f_708,1.63999999999999
f_93,1.6199999999999903
f_936,1.5899999999999903
f_722,1.5699999999999887
f_445,1.5499999999999958
f_164,1.5499999999999927
f_246,1.549999999999991
f_824,1.5399999999999907
f_475,1.5349999999999921
f_569,1.53499999999999
f_319,1.524999999999992
f_505,1.5199999999999947
f_656,1.5049999999999915
f_115,1.499999999999995
f_270,1.4699999999999913
f_737,1.4499999999999962
f_911,1.4349999999999943
f_170,1.4249999999999954
f_406,1.4249999999999927
f_582,1.4149999999999934
f_976,1.3949999999999942
f_999,1.3499999999999934
f_395,1.319999999999996
f_935,1.3099999999999952
f_1014,1.289999999999997
f_361,1.2849999999999957
f_71,1.269999999999996
f_618,1.254999999999995
f_193,1.2449999999999983
f_273,1.2449999999999957
f_655,1.2449999999999948
f_61,1.229999999999995
f_514,1.224999999999996
f_532,1.2099999999999977
f_396,1.1899999999999973
f_891,1.1899999999999968
f_788,1.1899999999999964
f_333,1.1849999999999974
f_813,1.1849999999999965
f_104,1.1699999999999973
f_1016,1.1599999999999975
f_718,1.154999999999998
f_250,1.1499999999999977
f_786,1.139999999999997
f_295,1.1349999999999985
f_151,1.109999999999998
f_729,1.0849999999999993
f_665,1.0799999999999992
f_958,1.0599999999999994
f_539,1.0549999999999995
f_1002,1.0499999999999994
f_486,1.0499999999999994
f_144,1.0499999999999994
f_701,1.0399999999999991
f_598,1.0349999999999997
f_98,1.0299999999999998
f_369,1.0299999999999994
f_742,1.0299999999999994
f_927,1.02
f_407,0.975
f_575,0.9700000000000003
f_683,0.9500000000000003
f_40,0.9350000000000007
f_281,0.9199999999999996
f_248,0.8800000000000004
f_733,0.88
f_229,0.8750000000000003
f_698,0.8250000000000003
f_646,0.8200000000000003
f_215,0.7850000000000001
f_293,0.7700000000000001
f_1021,0.7600000000000005
f_224,0.7550000000000002
f_92,0.7200000000000003
f_436,0.7199999999999999
f_161,0.7100000000000001
f_160,0.705
f_105,0.6750000000000003
f_994,0.6600000000000001
f_663,0.66
f_163,0.6550000000000001
f_892,0.6450000000000004
f_441,0.645
f_172,0.6350000000000003
f_375,0.6300000000000001
f_634,0.6250000000000002
f_799,0.6250000000000001
f_738,0.6150000000000002
f_247,0.6100000000000002
f_615,0.61
f_558,0.6050000000000002
f_107,0.5900000000000003
f_70,0.59
f_240,0.575
f_339,0.565
f_208,0.5550000000000003
f_56,0.5500000000000002
f_1001,0.5450000000000002
f_345,0.54
f_611,0.53
f_176,0.525
f_440,0.5200000000000002
f_327,0.485
f_422,0.48000000000000015
f_276,0.4800000000000001
f_283,0.4750000000000002
f_520,0.4749999999999998
f_21,0.4700000000000001
f_851,0.46999999999999986
f_552,0.4500000000000002
f_403,0.44999999999999996
f_893,0.44000000000000006
f_784,0.4299999999999997
f_128,0.41500000000000004
f_190,0.4100000000000001
f_331,0.41000000000000003
f_267,0.40500000000000014
f_184,0.4
f_448,0.38000000000000006
f_716,0.375
f_889,0.3699999999999999
f_671,0.3650000000000001
f_548,0.3599999999999999
f_668,0.3550000000000001
f_913,0.355
f_189,0.3450000000000002
f_962,0.3450000000000001
f_719,0.3449999999999999
f_785,0.3400000000000001
f_526,0.33999999999999975
f_679,0.3349999999999999
f_584,0.3300000000000002
f_221,0.3300000000000002
f_320,0.3300000000000002
f_381,0.3299999999999999
f_591,0.3200000000000001
f_562,0.31500000000000017
f_534,0.31499999999999967
f_263,0.31000000000000016
f_342,0.2999999999999999
f_266,0.2850000000000001
f_950,0.2649999999999999
f_488,0.255
f_688,0.24500000000000002
f_236,0.23000000000000004
f_133,0.22499999999999995
f_57,0.22499999999999995
f_995,0.215
f_817,0.21499999999999997
f_613,0.21000000000000013
f_620,0.21000000000000002
f_19,0.2099999999999999
f_868,0.20500000000000004
f_48,0.205
f_724,0.20000000000000012
f_901,0.20000000000000004
f_368,0.18499999999999997
f_171,0.18000000000000005
f_458,0.17500000000000016
f_787,0.1750000000000001
f_610,0.17500000000000007
f_298,0.17500000000000002
f_563,0.17000000000000012
f_540,0.1700000000000001
f_206,0.16999999999999998
f_154,0.16999999999999998
f_985,0.1699999999999999
f_547,0.165
f_645,0.16499999999999992
f_67,0.16499999999999984
f_91,0.15000000000000008
f_578,0.15000000000000002
f_166,0.14999999999999997
f_924,0.1499999999999999
f_844,0.1499999999999999
f_139,0.13999999999999974
f_380,0.125
f_529,0.12499999999999999
f_752,0.11999999999999997
f_880,0.11499999999999998
f_100,0.11499999999999995
f_523,0.10500000000000007
f_757,0.10499999999999993
f_404,0.10000000000000003
f_765,0.09999999999999998
f_241,0.09999999999999996
f_245,0.09500000000000006
f_114,0.09499999999999995
f_812,0.08999999999999994
f_130,0.08500000000000008
f_449,0.085
f_20,0.08499999999999999
f_560,0.07999999999999999
f_667,0.0799999999999999
f_112,0.07500000000000001
f_922,0.07499999999999996
f_220,0.07000000000000006
f_932,0.07000000000000005
f_278,0.07
f_874,0.06999999999999999
f_536,0.06999999999999998
f_74,0.06500000000000003
f_225,0.06500000000000003
f_876,0.065
f_581,0.06000000000000002
f_721,0.060000000000000005
f_235,0.06
f_921,0.05999999999999994
f_873,0.05500000000000004
f_542,0.05499999999999999
f_69,0.05499999999999998
f_805,0.050000000000000044
f_182,0.045000000000000026
f_749,0.04499999999999999
f_110,0.044999999999999984
f_328,0.040000000000000036
f_117,0.040000000000000015
f_432,0.03999999999999999
f_153,0.034999999999999976
f_120,0.034999999999999976
f_940,0.030000000000000027
f_174,0.03
f_340,0.025000000000000022
f_457,0.025000000000000022
f_191,0.025000000000000022
f_528,0.024999999999999994
f_471,0.024999999999999994
f_242,0.02499999999999999
f_747,0.02499999999999994
f_815,0.01999999999999999
f_313,0.019999999999999955
f_223,0.015000000000000013
f_673,0.015000000000000013
f_967,0.015000000000000013
f_503,0.015000000000000013
f_209,0.015000000000000006
f_842,0.015
f_52,0.014999999999999958
f_601,0.014999999999999958
f_762,0.010000000000000009
f_664,0.010000000000000009
f_980,0.010000000000000009
f_860,0.010000000000000009
f_840,0.009999999999999995
f_607,0.009999999999999981
f_801,0.009999999999999981
f_195,0.0050000000000000044
f_900,0.0050000000000000044
f_576,0.0050000000000000044
f_17,0.0050000000000000044
f_324,0.0050000000000000044
f_963,0.0050000000000000044
f_1000,0.0050000000000000044
f_506,0.005000000000000001
f_779,0.0049999999999999906
f_740,0.004999999999999949
f_753,0.0
f_774,0.0
f_771,0.0
f_29,0.0
f_755,0.0
f_820,0.0
f_997,0.0
f_181,0.0
f_884,0.0
f_695,0.0
f_473,0.0
f_194,0.0
f_661,0.0
f_854,0.0
f_640,0.0
f_626,0.0
f_383,0.0
f_819,0.0
f_42,0.0
f_99,0.0
f_725,0.0
f_612,0.0
f_802,0.0
f_58,0.0
f_303,0.0
f_54,0.0
f_51,0.0
f_991,0.0
f_1024,0.0
